,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
123,TSRTC - 1590,RAJDHANI (A.C. Semi Sleeper),02:00,07:40,05h 40m,INR 480,37 Seats available,"2.7
27",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
124,TSRTC - 30910,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),02:15,07:55,05h 40m,INR 533,41 Seats available,"3.8
47",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
125,TSRTC - 1571,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:40,08:45,06h 05m,INR 396,33 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
126,TSRTC - 42562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:55,09:05,06h 10m,INR 396,33 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
127,TSRTC - 5966,RAJADHANI AC (CONVERTED METRO LUXURY),03:20,09:25,06h 05m,INR 480,36 Seats available,"3.7
21",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
128,TSRTC - 42762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,09:40,06h 10m,INR 396,33 Seats available,"4.0
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
129,TSRTC - 41931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:10,09:10,05h 00m,INR 396,33 Seats available,"4.6
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
130,TSRTC - 7621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,10:00,05h 45m,INR 352,31 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
131,TSRTC - 4074,RAJDHANI (A.C. Semi Sleeper),04:20,10:00,05h 40m,INR 480,37 Seats available,"3.9
25",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
132,TSRTC - 42962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,10:40,06h 10m,INR 396,33 Seats available,"2.6
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
133,TSRTC - 1887,RAJDHANI (A.C. Semi Sleeper),05:00,09:30,04h 30m,INR 480,37 Seats available,"3.3
27",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
134,TSRTC - 43162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:10,11:20,06h 10m,INR 396,33 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
135,TSRTC - 43362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,11:55,06h 05m,INR 396,33 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
136,TSRTC - 1549,RAJADHANI AC (CONVERTED METRO LUXURY),06:00,11:40,05h 40m,INR 480,36 Seats available,"2.6
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
137,TSRTC - 40577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:20,04h 50m,INR 396,29 Seats available,"2.7
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
138,TSRTC - 42131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,12:10,05h 00m,INR 396,33 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
139,TSRTC - 2981,RAJADHANI AC (CONVERTED METRO LUXURY),07:20,13:00,05h 40m,INR 480,36 Seats available,"2.1
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
140,TSRTC - 7693,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,13:20,05h 20m,INR 352,31 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
141,TSRTC - 1650,RAJADHANI AC (CONVERTED METRO LUXURY),08:20,14:00,05h 40m,INR 480,36 Seats available,"2.0
6",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
142,TSRTC - 31110,RAJDHANI (A.C. Semi Sleeper),08:40,14:20,05h 40m,INR 480,37 Seats available,"3.9
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
143,TSRTC - 17162,eGARUDA,09:00,15:10,06h 10m,INR 480,35 Seats available,"3.3
31",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
144,TSRTC - 4076,RAJADHANI AC (CONVERTED METRO LUXURY),09:00,14:45,05h 45m,INR 480,37 Seats available,"2.3
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
145,TSRTC - 17962,eGARUDA,09:30,15:40,06h 10m,INR 480,35 Seats available,"3.8
79",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
146,TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50,16:00,06h 10m,INR 396,33 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
147,TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,17:20,07h 10m,INR 396,33 Seats available,"3.9
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
148,TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),10:20,16:15,05h 55m,INR 480,37 Seats available,"2.5
30",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
149,TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),10:40,16:50,06h 10m,INR 480,37 Seats available,"2.1
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
150,TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,16:00,05h 00m,INR 396,33 Seats available,"4.5
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
151,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),11:20,17:00,05h 40m,INR 480,37 Seats available,"2.1
40",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
152,TSRTC - 40177,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40,16:20,04h 40m,INR 396,33 Seats available,"4.2
9",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
153,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),11:45,17:40,05h 55m,INR 480,36 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
154,TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),12:10,16:40,04h 30m,INR 480,34 Seats available,"3.1
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
155,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,18:30,06h 10m,INR 396,33 Seats available,"2.2
13",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
156,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40,17:10,04h 30m,INR 480,37 Seats available,"3.0
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
157,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,19:10,06h 10m,INR 480,37 Seats available,"1.7
54",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
158,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:10,06h 10m,INR 396,33 Seats available,"2.7
18",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
159,TSRTC - 18762,eGARUDA,13:30,19:55,06h 25m,INR 480,35 Seats available,"3.4
57",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
160,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:30,04h 50m,INR 396,33 Seats available,"3.3
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
161,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00,19:40,05h 40m,INR 480,37 Seats available,"2.9
63",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
162,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20,19:15,04h 55m,INR 480,37 Seats available,"2.2
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
163,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:30,06h 10m,INR 396,33 Seats available,"3.2
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
164,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40,19:30,04h 50m,INR 533,37 Seats available,"2.1
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
165,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,21:00,06h 10m,INR 396,33 Seats available,"3.3
16",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
166,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:00,06h 00m,INR 480,40 Seats available,"3.8
85",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
167,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,20:30,05h 20m,INR 396,33 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
168,TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),15:20,20:10,04h 50m,INR 533,37 Seats available,"1.8
31",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
169,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:40,06h 10m,INR 396,33 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
170,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30,22:00,06h 30m,INR 480,36 Seats available,"2.8
45",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
171,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,21:40,06h 00m,INR 480,37 Seats available,"2.9
54",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
172,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,20:50,05h 00m,INR 396,33 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
173,TSRTC - 12962,eGARUDA,16:00,22:10,06h 10m,INR 480,35 Seats available,"3.8
69",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
174,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,22:20,06h 10m,INR 396,33 Seats available,"2.7
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
175,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:40,06h 10m,INR 396,33 Seats available,"2.5
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
176,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,22:35,05h 55m,INR 480,41 Seats available,"3.4
46",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
177,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,21:40,04h 50m,INR 396,33 Seats available,"3.4
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
178,TSRTC - 12162,eGARUDA,17:00,23:10,06h 10m,INR 480,35 Seats available,"3.6
117",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
179,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,21:50,04h 40m,INR 396,33 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
180,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,23:00,05h 40m,INR 480,40 Seats available,"3.8
73",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
181,TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:40,06h 10m,INR 396,33 Seats available,"3.7
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
182,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:40,04h 50m,INR 396,33 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
183,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00,23:40,05h 40m,INR 480,37 Seats available,"3.5
48",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
184,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,23:35,05h 30m,INR 352,31 Seats available,"4.2
7",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
185,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,23:00,04h 50m,INR 396,33 Seats available,"2.3
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
186,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20,22:50,04h 30m,INR 480,41 Seats available,"3.6
75",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
187,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:45,06h 15m,INR 352,31 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
188,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:35,06h 05m,INR 396,33 Seats available,"3.3
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
189,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:00,06h 10m,INR 396,33 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
190,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,00:40,05h 30m,INR 396,33 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
191,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20,01:00,05h 40m,INR 480,41 Seats available,"3.9
53",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
192,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30,02:00,06h 30m,INR 480,37 Seats available,"2.5
29",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
193,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:40,06h 10m,INR 396,33 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
194,TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40,01:20,05h 40m,INR 480,41 Seats available,"4.1
18",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
195,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,02:00,06h 10m,INR 396,33 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
196,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00,01:40,05h 40m,INR 480,41 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
197,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,00:55,04h 45m,INR 396,33 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
198,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:30,06h 00m,INR 396,33 Seats available,"4.7
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
199,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40,02:15,05h 35m,INR 480,36 Seats available,"2.6
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
200,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,02:15,05h 30m,INR 352,30 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
201,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,03:00,06h 10m,INR 396,33 Seats available,"3.7
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
202,TSRTC - 13762,eGARUDA,21:00,03:10,06h 10m,INR 480,35 Seats available,"4.3
106",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
203,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:45,04h 35m,INR 396,33 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
204,TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,21:20,03:10,05h 50m,INR 536,35 Seats available,"4.5
83",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
205,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:50,06h 20m,INR 396,33 Seats available,"3.4
34",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
206,TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),21:40,02:00,04h 20m,INR 480,37 Seats available,"3.0
56",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
207,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:45,06h 00m,INR 352,31 Seats available,"4.4
31",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
208,TSRTC - 14562,eGARUDA,22:00,04:10,06h 10m,INR 480,35 Seats available,"3.7
153",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
209,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,22:10,03:30,05h 20m,INR 354,38 Seats available,"4.4
25",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
210,TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,INR 442,46 Seats available,"4.0
87",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
211,TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),22:20,04:00,05h 40m,INR 480,37 Seats available,"3.5
72",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
212,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:00,06h 30m,INR 396,31 Seats available,"2.4
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
213,TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:30,05h 00m,INR 396,33 Seats available,"4.2
65",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
214,TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),22:30,05:00,06h 30m,INR 480,37 Seats available,"2.9
152",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
215,TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:20,04h 50m,INR 396,30 Seats available,"3.9
45",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
216,TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,22:40,04:15,05h 35m,INR 536,34 Seats available,"4.3
152",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
217,TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:00,06h 10m,INR 396,33 Seats available,"4.5
84",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
218,TSRTC - 14762,eGARUDA,23:00,05:10,06h 10m,INR 480,35 Seats available,"3.9
52",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
219,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),23:00,03:35,04h 35m,INR 480,37 Seats available,"3.5
124",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
220,TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),23:10,03:45,04h 35m,INR 533,37 Seats available,"3.2
73",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
221,TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05:20,06h 10m,INR 396,33 Seats available,"3.9
109",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
222,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,04:25,05h 00m,INR 396,33 Seats available,"4.0
115",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
223,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:20,04h 50m,INR 440,33 Seats available,"3.8
51",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
224,TSRTC - 16362,eGARUDA,23:30,05:40,06h 10m,INR 480,32 Seats available,"3.8
58",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
225,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),23:40,04:15,04h 35m,INR 480,37 Seats available,"3.0
126",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
226,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:50,04h 55m,INR 352,30 Seats available,"3.5
54",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
227,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 410,41 Seats available,"4.6
788",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
228,FRESHBUS,Electric A/C Seater (2+2),05:00,12:05,07h 05m,480,35 Seats available,"4.7
331",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
229,FRESHBUS,Electric A/C Seater (2+2),22:30,05:20,06h 50m,450,35 Seats available,"4.6
592",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
230,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,05:15,05h 50m,539,34 Seats available,"4.6
149",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
231,FRESHBUS,Electric A/C Seater (2+2),10:00,16:40,06h 40m,450,38 Seats available,"4.7
275",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
232,FRESHBUS,Electric A/C Seater (2+2),11:40,18:35,06h 55m,450,41 Seats available,"4.7
256",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
233,FRESHBUS,Electric A/C Seater (2+2),17:30,00:05,06h 35m,450,37 Seats available,"4.6
431",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
234,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,INR 550,31 Seats available,"3.9
116",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
235,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,INR 410,42 Seats available,"4.5
665",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
